Location,Price,Bathrooms,Car Parks,Size,Furnishing,Type,No_of_Bedrooms,No_of_servant_rooms,studio_apartment,Property Type Supergroup
Bukit Jalil,630000,3,2,1069.069,Partly Furnished,Built-up,3,1,0,Condominium
Ampang,9800000,5,4,7500.0,Partly Furnished,Built-up,4,1,0,Condominium
OUG,5900000,6,15,16145.045,Fully Furnished,Land area,5,0,0,Bungalow
KLCC,870000,2,1,850.05,Fully Furnished,Built-up,2,0,0,Serviced Residence
Cheras,470000,2,1,1142.042,Partly Furnished,Built-up,3,1,0,Condominium
Cheras,480000,2,1,719.019,Partly Furnished,Built-up,1,1,0,Serviced Residence
Taman Tun Dr Ismail,2900,1,1,840.04,Fully Furnished,Built-up,1,0,0,Serviced Residence
Bangsar,11752100,7,5,6913.013,Partly Furnished,Built-up,5,0,0,Condominium
Taman Tun Dr Ismail,1600000,3,2,1373.073,Fully Furnished,Built-up,3,0,0,Serviced Residence
Bukit Jalil,530000,2,1,1224.024,Fully Furnished,Built-up,3,0,0,Condominium
KLCC,915000,1,1,655.055,Fully Furnished,Built-up,1,0,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),420000,2,1,985.085,Fully Furnished,Built-up,2,0,0,Condominium
KLCC,2050000,3,2,1798.098,Fully Furnished,Built-up,3,0,0,Serviced Residence
Cheras,660000,3,2,48.575,Unknown,Land area,5,0,0,Terrace/Link House
City Centre,690000,2,1,1200.0,Fully Furnished,Built-up,3,0,0,Condominium
Damansara Heights,7000000,7,3,2765.065,Fully Furnished,Land area,6,0,0,Bungalow
Bangsar,4600000,4,3,3239.039,Partly Furnished,Built-up,3,1,0,Condominium
Jalan Klang Lama (Old Klang Road),3300000,5,6,9563.063,Partly Furnished,Land area,6,1,0,Bungalow
Jalan Klang Lama (Old Klang Road),315000,2,1,820.02,Unfurnished,Built-up,3,0,0,Condominium
Bandar Menjalara,680000,3,2,1316.016,Fully Furnished,Built-up,3,1,0,Condominium
Ampang,475000,2,2,32.05,Partly Furnished,Land area,3,0,0,Terrace/Link House
Pandan Indah,520000,3,2,41.565,Partly Furnished,Land area,4,0,0,Terrace/Link House
Kuchai Lama,310000,2,1,1076.076,Partly Furnished,Built-up,3,0,0,Condominium
Ampang,435000,3,2,35.555,Partly Furnished,Land area,3,0,0,Terrace/Link House
Cheras,938000,3,2,45.07,Partly Furnished,Land area,4,0,0,Terrace/Link House
Pantai,430000,2,1,1088.088,Partly Furnished,Built-up,3,0,0,Condominium
Cheras,330000,2,1,861.061,Partly Furnished,Built-up,3,0,0,Condominium
Bandar Tasik Selatan,280000,2,1,854.054,Unfurnished,Built-up,3,0,0,Apartment
Dutamas,528000,3,1,1473.073,Fully Furnished,Built-up,4,0,0,Condominium
Bangsar,3880000,6,2,3600.0,Partly Furnished,Built-up,4,1,0,Condominium
Damansara Heights,1780000,5,2,2078.078,Fully Furnished,Built-up,4,2,0,Serviced Residence
KL City,435000,2,1,1070.07,Unfurnished,Built-up,3,0,0,Condominium
Damansara Heights,1620000,2,1,1194.094,Partly Furnished,Built-up,1,1,0,Serviced Residence
Segambut,900000,2,2,1300.0,Partly Furnished,Built-up,3,0,0,Condominium
Segambut,840000,2,2,1319.019,Partly Furnished,Built-up,3,0,0,Condominium
Segambut,850000,2,2,1319.019,Partly Furnished,Built-up,3,0,0,Condominium
Ampang,50000000,8,4,6617.017,Fully Furnished,Land area,7,1,0,Bungalow
Segambut,930000,2,2,1306.006,Partly Furnished,Built-up,3,0,0,Condominium
Segambut,950000,2,2,1300.0,Partly Furnished,Built-up,3,0,0,Condominium
Segambut,900000,2,2,1306.006,Partly Furnished,Built-up,3,0,0,Condominium
Bukit Bintang,1465000,2,2,998.098,Partly Furnished,Built-up,1,1,0,Condominium
Wangsa Maju,850000,3,3,1518.018,Partly Furnished,Land area,3,1,0,Condominium
Kepong,450000,2,1,1100.0,Fully Furnished,Built-up,3,0,0,Apartment
Setapak,570000,2,2,1207.007,Partly Furnished,Built-up,3,1,0,Serviced Residence
Sri Hartamas,865000,3,1,1675.075,Fully Furnished,Built-up,3,0,0,Condominium
Setapak,560000,2,2,1600.0,Fully Furnished,Built-up,4,0,0,Condominium
Mont Kiara,4000000,5,3,5733.033,Partly Furnished,Built-up,5,1,0,Condominium
Mont Kiara,2380000,4,3,3055.055,Partly Furnished,Built-up,4,1,0,Condominium
Mont Kiara,1780000,3,2,2580.08,Partly Furnished,Built-up,3,2,0,Condominium
Taman Desa,6800000,8,6,7987.087,Unfurnished,Land area,6,0,0,Condominium
Mont Kiara,1950000,2,2,3000.0,Fully Furnished,Built-up,3,1,0,Condominium
Bukit Bintang,760000,1,1,696.096,Fully Furnished,Built-up,1,0,0,Serviced Residence
Bukit Jalil,2500000,4,2,2875.6666666666665,Partly Furnished,Land area,4,1,0,Terrace/Link House
Bukit Jalil,2180000,4,2,57.08,Partly Furnished,Land area,5,0,0,Terrace/Link House
Dutamas,500000,2,1,1100.0,Fully Furnished,Built-up,3,0,0,Condominium
Wangsa Maju,925000,3,2,1551.051,Partly Furnished,Built-up,3,1,0,Condominium
Kepong,520000,2,1,0.0,Fully Furnished,Land area,3,0,0,Condominium
Mont Kiara,1100000,3,2,1605.005,Fully Furnished,Built-up,3,1,0,Condominium
Mont Kiara,1170000,3,2,1605.005,Fully Furnished,Built-up,3,1,0,Condominium
Mont Kiara,1180000,3,2,1605.005,Fully Furnished,Built-up,3,1,0,Condominium
Taman Tun Dr Ismail,1460000,3,2,1836.036,Fully Furnished,Built-up,3,1,0,Condominium
KL Sentral,980000,1,1,811.011,Partly Furnished,Built-up,2,0,0,Condominium
Mont Kiara,1080000,3,3,1500.0,Fully Furnished,Built-up,3,1,0,Condominium
KLCC,1113700,2,1,1591.091,Partly Furnished,Built-up,2,0,0,Condominium
Cheras,1550000,4,4,56.571,Partly Furnished,Land area,5,1,0,Terrace/Link House
KLCC,1085700,2,1,1551.051,Partly Furnished,Built-up,2,0,0,Condominium
KLCC,1502900,3,1,2174.074,Partly Furnished,Built-up,2,1,0,Condominium
Mont Kiara,850000,2,1,1248.048,Partly Furnished,Built-up,3,0,0,Serviced Residence
Bangsar South,690000,2,1,815.015,Fully Furnished,Built-up,2,0,0,Serviced Residence
Mont Kiara,2950000,6,4,3982.082,Partly Furnished,Built-up,5,1,0,Condominium
Mont Kiara,3020000,4,3,3729.029,Partly Furnished,Built-up,4,1,0,Condominium
Mont Kiara,2190000,4,3,2707.007,Partly Furnished,Built-up,3,1,0,Condominium
Taman Desa,3700000,6,3,4526.026,Unfurnished,Land area,4,1,0,Condominium
Mont Kiara,3050000,6,2,2806.006,Partly Furnished,Land area,5,1,0,Terrace/Link House
Kepong,1180000,6,3,46.07,Partly Furnished,Land area,5,0,0,Terrace/Link House
Bangsar,670000,1,1,671.071,Fully Furnished,Built-up,0,0,1,Serviced Residence
Kepong,370000,2,1,822.022,Unfurnished,Built-up,3,0,0,Condominium
Bangsar,930000,2,1,1098.098,Fully Furnished,Built-up,2,0,0,Serviced Residence
Sentul,1200000,7,4,3500.0,Partly Furnished,Built-up,7,0,0,Terrace/Link House
Mont Kiara,2250000,4,3,3150.05,Partly Furnished,Built-up,4,1,0,Condominium
Ampang Hilir,5010000,6,3,3950.05,Partly Furnished,Built-up,4,1,0,Condominium
Taman Desa,465000,1,1,578.078,Fully Furnished,Built-up,1,0,0,Serviced Residence
Jalan Ipoh,550000,2,2,1011.011,Partly Furnished,Built-up,3,0,0,Condominium
Jalan Ipoh,429900,1,1,698.098,Fully Furnished,Built-up,2,0,0,Condominium
Jalan Ipoh,560000,2,1,1011.011,Fully Furnished,Built-up,3,0,0,Condominium
Jalan Ipoh,620000,2,2,911.011,Partly Furnished,Built-up,3,0,0,Condominium
KLCC,4200000,3,2,2250.05,Partly Furnished,Built-up,3,0,0,Condominium
Cheras,630000,3,2,1650.05,Partly Furnished,Land area,4,0,0,Terrace/Link House
Mont Kiara,1780000,4,2,2735.035,Fully Furnished,Built-up,4,1,0,Condominium
Titiwangsa,635000,2,1,1100.0,Fully Furnished,Built-up,3,0,0,Serviced Residence
Segambut,365000,2,1,920.02,Partly Furnished,Built-up,3,0,0,Apartment
Jalan Kuching,520000,2,1,865.065,Partly Furnished,Built-up,2,0,0,Condominium
KLCC,1230000,4,2,1378.078,Partly Furnished,Built-up,3,1,0,Serviced Residence
KLCC,1300000,4,3,1701.001,Fully Furnished,Built-up,3,1,0,Serviced Residence
KLCC,689000,1,1,689.089,Partly Furnished,Built-up,0,0,1,Serviced Residence
KLCC,899000,3,2,1055.055,Partly Furnished,Built-up,2,1,0,Serviced Residence
KLCC,1050000,3,2,1335.035,Partly Furnished,Built-up,2,2,0,Serviced Residence
KLCC,834974,2,1,969.069,Partly Furnished,Built-up,1,1,0,Serviced Residence
KLCC,660000,1,1,689.089,Partly Furnished,Built-up,0,0,1,Serviced Residence
KLCC,1474000,2,2,1485.085,Partly Furnished,Built-up,2,0,0,Serviced Residence
KLCC,1280000,4,2,1701.001,Fully Furnished,Built-up,3,1,0,Serviced Residence
KLCC,1400000,4,2,1701.001,Partly Furnished,Built-up,3,1,0,Serviced Residence
KLCC,1280000,3,2,1701.001,Partly Furnished,Built-up,3,1,0,Serviced Residence
KLCC,1350000,4,2,1701.001,Partly Furnished,Built-up,3,1,0,Serviced Residence
KLCC,850000,3,2,1055.055,Partly Furnished,Built-up,2,1,0,Serviced Residence
KLCC,1080000,3,2,1313.013,Partly Furnished,Built-up,2,2,0,Serviced Residence
KLCC,1050000,3,3,1313.013,Fully Furnished,Built-up,2,2,0,Serviced Residence
KLCC,750000,1,1,721.021,Partly Furnished,Built-up,0,0,1,Serviced Residence
KLCC,920000,3,2,1055.055,Fully Furnished,Built-up,2,1,0,Serviced Residence
KLCC,1150000,4,3,1701.001,Partly Furnished,Built-up,3,1,0,Serviced Residence
KLCC,890000,3,2,1055.055,Fully Furnished,Built-up,2,1,0,Serviced Residence
KLCC,1000000,3,2,1335.035,Partly Furnished,Built-up,2,1,0,Serviced Residence
KLCC,1150000,4,3,1378.078,Partly Furnished,Built-up,3,1,0,Serviced Residence
KLCC,900000,3,2,1055.055,Fully Furnished,Built-up,2,1,0,Serviced Residence
KLCC,1200000,4,2,1378.078,Fully Furnished,Built-up,3,1,0,Serviced Residence
KLCC,2150000,2,1,1076.076,Fully Furnished,Built-up,2,0,0,Serviced Residence
KLCC,528000,1,1,624.024,Partly Furnished,Built-up,1,0,0,Serviced Residence
KLCC,2282000,2,1,1087.087,Fully Furnished,Built-up,2,0,0,Serviced Residence
Pandan Perdana,270000,1,1,450.05,Partly Furnished,Built-up,0,0,1,Condominium
Damansara,6480000,7,4,6307.007,Fully Furnished,Land area,6,0,0,Bungalow
Dutamas,3380000,7,4,72.09,Partly Furnished,Land area,6,1,0,Semi-detached House
Kepong,1350000,4,2,49.57,Partly Furnished,Land area,4,0,0,Terrace/Link House
Desa ParkCity,2400000,6,2,51.08,Partly Furnished,Land area,5,1,0,Terrace/Link House
Bandar Menjalara,380000,2,1,850.05,Partly Furnished,Built-up,3,0,0,Serviced Residence
Desa ParkCity,935000,2,2,1097.097,Fully Furnished,Built-up,2,0,0,Condominium
KL City,530000,2,1,753.053,Fully Furnished,Land area,2,0,0,Serviced Residence
KL City,600000,2,1,1090.09,Fully Furnished,Built-up,3,0,0,Condominium
Bukit Bintang,580000,2,2,535.035,Fully Furnished,Land area,1,1,0,Serviced Residence
Mont Kiara,2600000,6,5,4500.0,Partly Furnished,Land area,5,1,0,Condominium
Bukit Jalil,610000,2,3,1281.081,Unfurnished,Built-up,3,0,0,Condominium
KLCC,2400000,4,2,3439.039,Fully Furnished,Built-up,3,1,0,Condominium
Kepong,490000,2,1,1030.03,Unfurnished,Built-up,3,0,0,Condominium
Setapak,490000,2,1,1450.05,Unfurnished,Built-up,3,0,0,Condominium
Taman Desa,2700000,6,3,3729.029,Unfurnished,Land area,4,1,0,Condominium
Wangsa Maju,395000,2,1,657.057,Partly Furnished,Built-up,1,1,0,Serviced Residence
Mont Kiara,3300000,7,5,3090.09,Partly Furnished,Land area,6,1,0,Bungalow
Bukit Jalil,628000,2,2,1236.036,Partly Furnished,Built-up,3,0,0,Condominium
Bukit Jalil,618000,2,2,1232.032,Partly Furnished,Built-up,3,0,0,Condominium
Bukit Jalil,750000,3,2,1293.093,Partly Furnished,Land area,3,1,0,Condominium
Mont Kiara,590000,2,1,1238.038,Partly Furnished,Built-up,2,1,0,Condominium
KLCC,2200000,2,1,1087.087,Partly Furnished,Built-up,1,1,0,Serviced Residence
Bukit Bintang,3980000,5,2,2405.005,Fully Furnished,Built-up,3,1,0,Serviced Residence
Mont Kiara,2500000,6,3,3729.029,Partly Furnished,Built-up,4,1,0,Condominium
KLCC,4200000,3,1,1668.068,Partly Furnished,Built-up,2,1,0,Serviced Residence
KLCC,1000000,1,1,753.053,Fully Furnished,Land area,1,0,0,Condominium
Jalan Kuching,310000,2,1,903.003,Unfurnished,Built-up,3,0,0,Apartment
Bukit Bintang,3600000,4,2,2013.013,Fully Furnished,Built-up,3,1,0,Serviced Residence
City Centre,610000,3,1,1300.0,Fully Furnished,Built-up,3,0,0,Condominium
Bukit Jalil,428000,2,1,890.09,Unfurnished,Built-up,3,0,0,Apartment
Damansara Heights,3800000,3,1,2702.002,Partly Furnished,Built-up,3,1,0,Serviced Residence
Damansara Heights,2210850,2,1,1668.068,Partly Furnished,Built-up,2,1,0,Serviced Residence
Damansara Heights,1650000,2,1,1184.084,Partly Furnished,Built-up,1,1,0,Serviced Residence
Damansara Heights,1500000,1,1,904.004,Partly Furnished,Built-up,1,1,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),730000,2,2,1148.048,Partly Furnished,Built-up,2,0,0,Serviced Residence
City Centre,3700000,5,2,3285.085,Partly Furnished,Built-up,3,1,0,Condominium
Jalan Klang Lama (Old Klang Road),700000,2,1,1112.012,Partly Furnished,Built-up,2,0,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),560000,2,1,763.063,Partly Furnished,Built-up,2,0,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),610000,2,1,911.011,Partly Furnished,Built-up,2,0,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),680000,2,2,814.014,Fully Furnished,Built-up,3,0,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),718000,2,2,909.009,Fully Furnished,Built-up,3,0,0,Serviced Residence
Bangsar,830000,2,1,1098.098,Partly Furnished,Built-up,2,0,0,Condominium
Bangsar,680000,1,1,624.024,Partly Furnished,Built-up,1,1,0,Condominium
Bangsar,1500000,3,2,1807.007,Partly Furnished,Land area,3,1,0,Condominium
Seputeh,2500000,5,2,2900.0,Fully Furnished,Land area,4,1,0,Condominium
Seputeh,720000,2,1,1022.022,Partly Furnished,Land area,2,0,0,Condominium
Mont Kiara,3681000,5,3,4090.09,Partly Furnished,Built-up,4,1,0,Condominium
Mont Kiara,3480000,5,3,3720.02,Partly Furnished,Built-up,4,1,0,Condominium
Mont Kiara,3268000,5,3,3632.032,Partly Furnished,Built-up,4,1,0,Condominium
Bangsar,1600000,3,2,2239.039,Partly Furnished,Built-up,4,0,0,Condominium
Setapak,498000,2,1,1272.072,Partly Furnished,Land area,4,0,0,Condominium
Seputeh,890000,2,1,1305.005,Partly Furnished,Land area,3,0,0,Condominium
Bangsar,1250000,2,3,1500.0,Fully Furnished,Land area,3,0,0,Condominium
Mont Kiara,1350000,3,2,1603.003,Partly Furnished,Built-up,3,0,0,Condominium
KLCC,2572800,4,2,2144.044,Partly Furnished,Built-up,3,1,0,Condominium
KLCC,2357250,4,2,2245.045,Partly Furnished,Built-up,3,1,0,Condominium
KLCC,2464350,4,2,2347.047,Partly Furnished,Built-up,3,1,0,Condominium
KLCC,2715300,4,2,2586.086,Partly Furnished,Built-up,3,1,0,Condominium
KLCC,3051300,4,2,2906.006,Partly Furnished,Built-up,3,1,0,Condominium
KLCC,3341900,4,2,2906.006,Partly Furnished,Built-up,3,1,0,Condominium
Titiwangsa,3500000,4,3,6000.0,Partly Furnished,Land area,4,1,0,Bungalow
Titiwangsa,3200000,5,6,6000.0,Unfurnished,Land area,4,1,0,Bungalow
Desa ParkCity,1280000,2,2,1281.081,Partly Furnished,Built-up,2,1,0,Condominium
Desa ParkCity,1308000,2,2,1346.046,Partly Furnished,Built-up,2,1,0,Condominium
Desa ParkCity,1230000,2,2,1375.075,Partly Furnished,Built-up,2,1,0,Condominium
Desa ParkCity,1280000,2,2,1561.061,Partly Furnished,Built-up,3,0,0,Condominium
Taman Desa,220000,2,1,600.0,Fully Furnished,Built-up,2,0,0,Apartment
Bangsar,7680000,6,4,5200.0,Partly Furnished,Built-up,4,1,0,Condominium
Bangsar,4080000,5,3,3658.058,Partly Furnished,Built-up,3,1,0,Condominium
Mont Kiara,3899000,4,3,5090.09,Partly Furnished,Built-up,4,0,0,Condominium
Mont Kiara,2041942,4,3,2766.066,Partly Furnished,Built-up,4,0,0,Condominium
Mont Kiara,1657810,3,2,2163.063,Partly Furnished,Built-up,4,0,0,Condominium
Damansara Heights,1400000,1,1,904.004,Partly Furnished,Built-up,1,0,0,Serviced Residence
Kepong,538000,2,3,42.565,Partly Furnished,Land area,3,0,0,Townhouse
Bandar Menjalara,780000,2,2,1400.0,Unfurnished,Built-up,3,0,0,Condominium
KLCC,860000,1,1,743.043,Fully Furnished,Built-up,0,0,1,Serviced Residence
Damansara Heights,12000000,9,8,8000.0,Partly Furnished,Land area,5,1,0,Bungalow
Sentul,493600,2,2,1001.001,Unfurnished,Built-up,4,0,0,Serviced Residence
Sentul,414600,2,1,850.05,Unfurnished,Built-up,3,0,0,Serviced Residence
Taman Desa,2700000,5,7,3886.086,Partly Furnished,Land area,4,1,0,Condominium
Bukit Jalil,388000,2,1,1093.093,Unknown,Built-up,3,0,0,Apartment
Mont Kiara,1680000,2,2,1778.078,Fully Furnished,Built-up,3,0,0,Condominium
Sentul,690000,3,1,999.099,Fully Furnished,Built-up,2,0,0,Condominium
Bukit Jalil,580000,2,2,1100.0,Unfurnished,Built-up,3,0,0,Condominium
KL City,490000,2,2,1184.084,Unfurnished,Built-up,4,0,0,Condominium
Cheras,504600,2,2,1000.0,Partly Furnished,Built-up,4,0,0,Condominium
Mont Kiara,920000,4,2,1828.028,Partly Furnished,Built-up,3,1,0,Condominium
Mont Kiara,1100000,3,2,1828.028,Fully Furnished,Built-up,3,1,0,Condominium
Mont Kiara,730000,2,1,1208.008,Partly Furnished,Built-up,3,0,0,Condominium
Sri Petaling,580000,2,2,1237.037,Fully Furnished,Built-up,3,0,0,Condominium
Jalan Sultan Ismail,670000,2,1,890.09,Partly Furnished,Built-up,2,0,0,Serviced Residence
Mont Kiara,820000,1,1,735.035,Partly Furnished,Built-up,1,0,0,Serviced Residence
Setapak,430000,3,1,1335.035,Partly Furnished,Built-up,3,1,0,Condominium
Setapak,200000,1,1,653.053,Partly Furnished,Built-up,3,0,0,Apartment
Setapak,630000,2,2,1098.098,Partly Furnished,Built-up,2,1,0,Condominium
Wangsa Maju,845000,3,2,47.575,Partly Furnished,Land area,4,1,0,Terrace/Link House
Setapak,380000,2,1,1169.069,Partly Furnished,Built-up,3,0,0,Condominium
Taman Tun Dr Ismail,550000,2,1,1260.06,Fully Furnished,Built-up,3,0,0,Condominium
Taman Desa,1450000,4,2,2140.04,Fully Furnished,Land area,4,1,0,Condominium
Bukit Jalil,638000,2,2,1232.032,Partly Furnished,Built-up,3,0,0,Condominium
Bukit Jalil,588000,2,2,1032.032,Partly Furnished,Built-up,2,0,0,Condominium
KLCC,920000,3,1,1015.015,Fully Furnished,Built-up,2,1,0,Serviced Residence
Bukit Jalil,538000,3,2,1003.003,Unfurnished,Built-up,3,0,0,Condominium
Bukit Jalil,500000,2,1,1080.08,Partly Furnished,Built-up,3,1,0,Condominium
Bukit Jalil,550000,3,2,1003.003,Unfurnished,Built-up,3,0,0,Condominium
Setapak,420000,2,2,842.042,Partly Furnished,Built-up,3,0,0,Serviced Residence
Setapak,380000,2,1,925.025,Partly Furnished,Built-up,3,0,0,Serviced Residence
Setapak,400000,2,1,900.0,Partly Furnished,Built-up,2,0,0,Serviced Residence
Setapak,1200000,2,2,1414.014,Partly Furnished,Built-up,3,0,0,Condominium
Sungai Besi,730000,2,2,1025.025,Fully Furnished,Built-up,2,1,0,Serviced Residence
Sri Petaling,390000,2,1,1045.045,Partly Furnished,Built-up,3,0,0,Condominium
Segambut,690000,3,2,1262.062,Partly Furnished,Built-up,3,1,0,Condominium
Damansara Heights,1770000,2,1,1152.052,Partly Furnished,Built-up,1,1,0,Serviced Residence
Taman Desa,1400000,4,2,2140.04,Fully Furnished,Land area,4,1,0,Condominium
Wangsa Maju,890000,3,4,2800.0,Partly Furnished,Built-up,4,0,0,Terrace/Link House
Desa Pandan,1079000,2,2,1410.01,Partly Furnished,Built-up,2,1,0,Serviced Residence
Sentul,850000,4,1,1381.081,Partly Furnished,Built-up,3,1,0,Condominium
Kuchai Lama,398000,2,1,980.08,Unfurnished,Built-up,3,0,0,Condominium
Setapak,530000,2,2,1378.078,Unfurnished,Built-up,4,0,0,Condominium
Setapak,538000,2,1,1473.073,Partly Furnished,Built-up,3,0,0,Condominium
Setapak,520000,2,2,1100.0,Unfurnished,Built-up,3,0,0,Condominium
Setapak,490000,2,1,1040.04,Partly Furnished,Built-up,3,0,0,Serviced Residence
Setapak,450000,2,3,1328.028,Unfurnished,Built-up,4,0,0,Condominium
Setapak,498000,2,3,1328.028,Unfurnished,Built-up,4,0,0,Condominium
Setapak,545000,2,2,908.008,Unfurnished,Built-up,3,0,0,Condominium
Jalan Kuching,420000,2,1,1200.0,Fully Furnished,Built-up,3,0,0,Apartment
Desa Petaling,295000,2,1,910.01,Partly Furnished,Built-up,3,0,0,Apartment
Jalan Kuching,520000,2,2,1100.0,Fully Furnished,Built-up,3,0,0,Condominium
Desa ParkCity,3100000,4,3,3211.011,Partly Furnished,Built-up,3,1,0,Terrace/Link House
Cheras,455000,2,1,900.0,Partly Furnished,Built-up,3,0,0,Condominium
Sungai Besi,1150000,5,2,51.08,Unfurnished,Land area,5,0,0,Terrace/Link House
Wangsa Maju,630000,2,1,991.091,Unfurnished,Built-up,2,1,0,Condominium
Jalan Klang Lama (Old Klang Road),628000,1,1,730.03,Partly Furnished,Built-up,3,2,0,Condominium
Sri Petaling,340000,2,1,1017.017,Partly Furnished,Built-up,3,0,0,Condominium
Desa Petaling,450000,2,1,1038.038,Fully Furnished,Built-up,3,0,0,Condominium
Jalan Klang Lama (Old Klang Road),790000,2,1,1048.048,Partly Furnished,Built-up,3,0,0,Condominium
Bukit Jalil,560000,2,2,1080.08,Partly Furnished,Built-up,3,0,0,Condominium
Desa Petaling,348000,2,1,1002.002,Partly Furnished,Built-up,3,0,0,Apartment
Desa Petaling,440000,2,1,1144.044,Fully Furnished,Built-up,3,0,0,Condominium
Cheras,500000,2,2,1050.05,Unfurnished,Built-up,3,0,0,Condominium
Setapak,450000,2,1,1280.08,Unfurnished,Built-up,3,0,0,Condominium
City Centre,1400000,2,1,1131.031,Fully Furnished,Built-up,1,0,0,Serviced Residence
Wangsa Maju,998000,2,2,1528.028,Unfurnished,Built-up,3,0,0,Condominium
Setapak,880000,3,2,1477.077,Unfurnished,Built-up,3,0,0,Condominium
Setapak,830000,3,2,1441.041,Unfurnished,Built-up,3,0,0,Condominium
Wangsa Maju,1280000,4,2,2031.031,Partly Furnished,Built-up,4,0,0,Condominium
KLCC,4100000,6,2,3300.0,Fully Furnished,Built-up,4,1,0,Serviced Residence
Setapak,960000,3,2,1610.01,Unfurnished,Built-up,3,1,0,Condominium
Setapak,1700000,5,3,2646.046,Unfurnished,Built-up,4,1,0,Condominium
Setapak,1100000,4,2,1746.046,Unfurnished,Built-up,3,1,0,Condominium
Setapak,980000,3,2,1610.01,Unfurnished,Built-up,3,1,0,Condominium
KLCC,2450000,5,2,3335.035,Fully Furnished,Built-up,3,1,0,Condominium
Taman Melawati,500000,2,2,1007.007,Partly Furnished,Built-up,3,0,0,Serviced Residence
Wangsa Maju,1000000,3,2,1820.02,Partly Furnished,Built-up,4,1,0,Condominium
Setapak,400000,2,1,1231.031,Unfurnished,Built-up,3,0,0,Condominium
Jalan Klang Lama (Old Klang Road),1390000,4,3,2638.038,Partly Furnished,Built-up,3,1,0,Condominium
Taman Desa,1480000,2,1,2640.04,Fully Furnished,Built-up,3,0,0,Condominium
Sri Petaling,850000,4,3,1851.051,Fully Furnished,Land area,4,0,0,Condominium
Jalan Sultan Ismail,430000,1,1,500.0,Fully Furnished,Built-up,0,0,1,Serviced Residence
Jalan Sultan Ismail,952500,2,1,1270.07,Fully Furnished,Built-up,3,1,0,Serviced Residence
